"id","prediccion"
NA,0.000137624447233975
3927251,0.00907635316252708
3927201,8.46182083478197e-05
3925501,0.00907635316252708
NA,0.000137624447233975
3924551,0.0257133599370718
3924301,0.00907635316252708
3924151,0.00405103527009487
3923901,6.71325615257956e-05
3923101,8.46182083478197e-05
3922701,0.000315753422910348
NA,0.000137624447233975
3921551,0.691930651664734
3921301,1.71491069522745e-06
3920751,8.18897842691513e-06
3920201,1.45770991366589e-06
NA,0.000137624447233975
NA,0.000137624447233975
3919351,0.00570352468639612
3918651,8.46182083478197e-05
3918051,8.46182083478197e-05
3917201,1.78412919922266e-05
3916551,0.142514616250992
3916951,0.00019103309023194
3916051,0.00534811895340681
3914951,0.000300808722386137
3914701,8.46182083478197e-05
3914251,2.60198121395661e-05
3913801,0.00907635316252708
3913351,8.46182083478197e-05
3913401,8.46182083478197e-05
NA,0.000137624447233975
3913001,0.00907635316252708
NA,0.000137624447233975
3902251,0.00165254983585328
3910301,8.46182083478197e-05
3909701,0.00405103527009487
3908301,9.98037990029843e-07
NA,0.000137624447233975
NA,0.000137624447233975
3906901,0.596363604068756
3906401,1.71491069522745e-06
3905601,8.89792208909057e-05
3904801,0.00015829034964554
3903901,0.00313310930505395
3904151,0.000139930110890418
3671701,0.00922044087201357
3903301,0.0003806171589531
NA,0.000137624447233975
3900001,0.000150676845805719
3901451,1.90349637705367e-05
3901301,4.37828166468535e-05
3899701,0.000207886070711538
NA,0.000137624447233975
NA,0.000137624447233975
3898201,0.00019103309023194
3897701,0.00907635316252708
3897401,3.8637295801891e-05
3896301,7.53515414544381e-05
3896451,0.0638462826609612
3896601,0.000111185705463868
3896551,0.0102006690576673
3895951,8.46182083478197e-05
3895701,0.00241357437334955
3893951,0.00907635316252708
3893101,0.0108393905684352
3893001,8.46182083478197e-05
3891701,0.0638462826609612
3891501,0.229771926999092
NA,0.000137624447233975
3890101,0.0139318397268653
NA,0.000137624447233975
NA,0.000137624447233975
NA,0.000137624447233975
3886251,0.00028618102078326
NA,0.000137624447233975
NA,0.000137624447233975
3884601,8.46182083478197e-05
3883901,9.47607040870935e-05
3883551,9.37514414545149e-06
3883351,0.229102849960327
3882201,0.0381687320768833
3882001,0.000107521052996162
3882051,0.51977127790451
NA,0.000137624447233975
3881251,9.98037990029843e-07
3880251,8.46182083478197e-05
3880051,0.000286826194496825
3879951,0.0025485975202173
3879701,0.0112449424341321
3707851,0.000615165452472866
3879101,0.00907635316252708
3878401,8.46182083478197e-05
3877901,0.0756563767790794
3877201,0.000111185705463868
3868101,0.000525270588696003
3567501,2.93847533612279e-05
3872351,0.00907635316252708
3870451,0.00907635316252708
3870001,0.000614713877439499
NA,0.000137624447233975
3868851,1.38457935463521e-05
3867951,0.000277401064522564
3868001,1.71491069522745e-06
NA,0.000137624447233975
3866301,0.00046779602416791
3866051,0.00286828633397818
3865301,6.99894080753438e-05
3864651,0.00907635316252708
NA,0.000137624447233975
3861901,0.0977998301386833
3861701,0.00461102928966284
NA,0.000137624447233975
3861001,8.46182083478197e-05
3860701,0.00648312317207456
3860651,0.000157255330123007
3860451,0.33326256275177
3859901,0.00228905212134123
3859851,0.000597542093601078
3859601,0.0129599450156093
3859401,0.124661177396774
NA,0.000137624447233975
NA,0.000137624447233975
3857451,8.46182083478197e-05
3857201,2.65646394836949e-05
3854451,0.0511519759893417
3856301,0.00907635316252708
3855751,0.0020686904899776
3855451,0.00461102928966284
NA,0.000137624447233975
3854551,0.0015283398097381
3854351,7.21881997378659e-06
3854301,8.46182083478197e-05
3853701,7.9714045568835e-05
3851451,4.27972736360971e-05
3851001,0.000154680164996535
3850701,0.000443837838247418
3850601,8.46182083478197e-05
3850201,6.31713410257362e-05
3849651,0.0112449424341321
NA,0.000137624447233975
NA,0.000137624447233975
3848401,8.46182083478197e-05
3847501,0.00461102928966284
3847351,6.25775210210122e-05
NA,0.000137624447233975
3846451,8.46182083478197e-05
3845501,1.10292940007639e-05
3845301,0.000831408135127276
3844801,1.99946634893422e-06
3843751,4.27972736360971e-05
NA,0.000137624447233975
3843201,8.46182083478197e-05
NA,0.000137624447233975
NA,0.000137624447233975
3841551,0.00405103527009487
3841201,7.69665984989842e-06
3841801,0.00907635316252708
3841051,0.00461102928966284
3840701,8.46182083478197e-05
3839501,1.2577907909872e-05
3838351,0.000785159238148481
3837501,0.00461102928966284
3837451,8.46182083478197e-05
3836751,1.92306142707821e-05
NA,0.000137624447233975
3835901,0.0124427787959576
3835301,0.00148480653297156
3834501,0.000315126118948683
3834401,3.21622610499617e-05
NA,0.000137624447233975
3834151,8.46182083478197e-05
3833301,0.0108393905684352
NA,0.000137624447233975
3831751,0.0238019675016403
3831401,8.46182083478197e-05
3830151,0.0174173880368471
3829451,0.00449521839618683
NA,0.000137624447233975
NA,0.000137624447233975
3828351,6.16332035860978e-05
3828451,1.99290188902523e-05
3828001,0.00461809756234288
3826151,8.46182083478197e-05
3825251,0.0208402574062347
3823601,0.000410092558013275
3823901,0.00205606687813997
3823551,0.000880355772096664
3823351,0.000305385328829288
3821551,0.0042996983975172
3822101,1.19518892915949e-06
NA,0.000137624447233975
NA,0.000137624447233975
NA,0.000137624447233975
3820951,0.00243394076824188
3820701,9.91471533779986e-05
3820101,0.00405103527009487
3819701,1.90349637705367e-05
3819301,9.65452909440501e-06
3819201,0.0257133599370718
NA,0.000137624447233975
NA,0.000137624447233975
NA,0.000137624447233975
NA,0.000137624447233975
3813251,0.365230172872543
3813601,6.91680543241091e-05
NA,0.000137624447233975
3809951,0.621316373348236
3809201,8.71572265168652e-05
NA,0.000137624447233975
3808401,3.81454628950451e-05
NA,0.000137624447233975
NA,0.000137624447233975
3806551,0.000597542093601078
3806201,5.78313811274711e-05
3805751,2.62902121903608e-05
3805301,9.19514206998429e-08
3804951,3.64377920050174e-05
3804851,0.00907635316252708
3804351,0.00461102928966284
3804051,8.92635580385104e-06
3803901,0.00907635316252708
