"id","prediccion"
NA,6.56662223263993e-07
3927251,0.00189904379658401
3927201,0.00189904379658401
3925501,0.00189904379658401
NA,6.56662223263993e-07
3924551,0.15022212266922
3924301,0.00189904379658401
3924151,0.022680876776576
3923901,0.000416057766415179
3923101,0.00189904379658401
3922701,0.0124418055638671
NA,6.56662223263993e-07
3921551,0.022680876776576
3921301,0.0771827772259712
3920751,0.149746134877205
3920201,0.133938327431679
NA,6.56662223263993e-07
NA,6.56662223263993e-07
3919351,7.79889603563788e-07
3918651,0.00189904379658401
3918051,0.00189904379658401
3917201,0.00126784562598914
3916551,1.40317706609494e-05
3916951,0.0264592934399843
3916051,1.393112961523e-05
3914951,4.28220955654979e-05
3914701,0.00189904379658401
3914251,0.00126784562598914
3913801,0.00189904379658401
3913351,0.00189904379658401
3913401,0.00189904379658401
NA,6.56662223263993e-07
3913001,0.00189904379658401
NA,6.56662223263993e-07
3902251,0.149356171488762
3910301,0.00189904379658401
3909701,0.022680876776576
3908301,0.0479009076952934
NA,6.56662223263993e-07
NA,6.56662223263993e-07
3906901,0.0809263363480568
3906401,0.0479009076952934
3905601,0.00126784562598914
3904801,0.00126784562598914
3903901,0.0377977900207043
3904151,0.00342126633040607
3671701,0.149356171488762
3903301,0.00126784562598914
NA,6.56662223263993e-07
3900001,0.000769905338529497
3901451,0.022680876776576
3901301,3.39066209562588e-05
3899701,4.28220955654979e-05
NA,6.56662223263993e-07
NA,6.56662223263993e-07
3898201,0.0067598600871861
3897701,0.00189904379658401
3897401,6.27638073638082e-05
3896301,4.28220955654979e-05
3896451,0.15022212266922
3896601,0.0264592934399843
3896551,0.0454067550599575
3895951,0.00189904379658401
3895701,4.28220955654979e-05
3893951,0.00189904379658401
3893101,0.00234442017972469
3893001,0.00189904379658401
3891701,0.15022212266922
3891501,0.15022212266922
NA,6.56662223263993e-07
3890101,0.149356171488762
NA,6.56662223263993e-07
NA,6.56662223263993e-07
NA,6.56662223263993e-07
3886251,0.00168962124735117
NA,6.56662223263993e-07
NA,6.56662223263993e-07
3884601,0.00189904379658401
3883901,4.28220955654979e-05
3883551,0.245295569300652
3883351,0.0809263363480568
3882201,0.15022212266922
3882001,0.00126784562598914
3882051,0.0809263363480568
NA,6.56662223263993e-07
3881251,0.0479009076952934
3880251,0.00189904379658401
3880051,0.000416057766415179
3879951,0.0124418055638671
3879701,0.0479009076952934
3707851,0.689187824726105
3879101,0.00189904379658401
3878401,0.00189904379658401
3877901,0.906120419502258
3877201,0.0067598600871861
3868101,0.0377977900207043
3567501,0.798003017902374
3872351,0.00189904379658401
3870451,0.00189904379658401
3870001,0.0917183384299278
NA,6.56662223263993e-07
3868851,0.00929691549390554
3867951,0.0185807626694441
3868001,0.0479009076952934
NA,6.56662223263993e-07
3866301,0.00879427138715982
3866051,0.149356171488762
3865301,0.00151916616596282
3864651,0.00189904379658401
NA,6.56662223263993e-07
3861901,0.000769905338529497
3861701,0.00268741534091532
NA,6.56662223263993e-07
3861001,0.00189904379658401
3860701,0.00234442017972469
3860651,0.0206729061901569
3860451,0.997971951961517
3859901,0.149356171488762
3859851,0.0124418055638671
3859601,0.0771827772259712
3859401,0.0771827772259712
NA,6.56662223263993e-07
NA,6.56662223263993e-07
3857451,0.00189904379658401
3857201,0.0809263363480568
3854451,0.017744017764926
